timeframe,date,open,close,high,low,volume
1min,2023-08-10 10:32:00,29514.88,29514.89,29514.89,29514.88,8.22565
1min,2023-08-10 10:32:00,29514.88,29514.89,29514.89,29514.88,8.22565
1min,2023-08-10 10:32:00,29514.88,29514.89,29514.89,29514.88,8.22565
1min,2023-08-10 10:32:00,29514.88,29514.89,29514.89,29514.88,8.22565
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:33:00,29514.88,29517.85,29517.85,29514.88,9.84615
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:34:00,29517.84,29517.85,29517.85,29517.84,7.61902
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:35:00,29517.84,29517.95,29517.95,29517.84,4.50203
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:36:00,29517.95,29523.06,29523.06,29517.94,8.07497
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:37:00,29523.06,29530.0,29530.0,29523.05,10.36106
1min,2023-08-10 10:38:00,29530.0,29534.85,29534.85,29529.99,4.16793
1min,2023-08-10 10:38:00,29530.0,29534.85,29534.85,29529.99,4.16793
1min,2023-08-10 10:38:00,29530.0,29534.85,29534.85,29529.99,4.16793
1min,2023-08-10 10:38:00,29530.0,29534.85,29534.85,29529.99,4.16793
